actual,proposed
0.0993848368525505,0.13559752702713013
0.09493425488471985,0.13267835974693298
0.0861181765794754,0.12975730001926422
0.07735525071620941,0.12096656858921051
0.06864213943481445,0.11657080054283142
0.04269520938396454,0.11070018261671066
0.029871657490730286,0.10482990741729736
0.021500252187252045,0.09455987811088562
0.013155543245375156,0.09015899151563644
0.18126925826072693,0.08575726300477982
0.17852817475795746,0.22823472321033478
0.17804427444934845,0.22224703431129456
0.17546765506267548,0.21787147223949432
0.17300528287887573,0.2120199352502823
0.15865902602672577,0.2061687558889389
0.14754478633403778,0.1988425850868225
0.13648511469364166,0.19299015402793884
0.12547548115253448,0.18713536858558655
0.11015394330024719,0.17394831776618958
0.07987604290246964,0.16514354944229126
0.0648445338010788,0.15928632020950317
0.04553968459367752,0.15195119380950928
0.030735261738300323,0.14314201474189758
0.016003474593162537,0.13580670952796936
0.00569842429831624,0.12846872210502625
0.0,0.1226029098033905
0.0,0.11526072025299072
0.0,0.10939265042543411
0.0,0.10352198034524918
0.0,0.09765012562274933
0.0,0.09030333161354065
0.0,0.0829567015171051
0.0,0.07708223909139633
0.0,0.06973166763782501
0.0,0.07334019243717194
0.0,0.06745390594005585
0.0,0.06010119989514351
0.0,0.05422262102365494
0.0,0.0483415462076664
0.0,0.040985364466905594
0.0,0.03069242089986801
0.0,0.024805407971143723
0.0,0.018918771296739578
0.0,0.013030924834311008
0.0,0.0071421037428081036
0.0,0.004199816379696131
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.00016964341921266168
0.034712374210357666,0.0045845722779631615
0.042439479380846024,0.009001857601106167
0.04572610557079315,0.011945938691496849
0.040277235209941864,0.013418179005384445
0.030574148520827293,0.011944275349378586
0.029749134555459023,0.008999080397188663
0.04203343018889427,0.009002414532005787
0.04980923980474472,0.013424571603536606
0.053143613040447235,0.01636960357427597
0.05210097134113312,0.017842687666416168
0.05546088144183159,0.01784350536763668
0.05880187451839447,0.01931964047253132
0.06212584301829338,0.020794538781046867
0.0523567870259285,0.022269833832979202
0.05147133022546768,0.019323859363794327
0.05498243495821953,0.01932908222079277
0.04975228011608124,0.020805368199944496
0.044619932770729065,0.01933298073709011
0.04394059255719185,0.0178629569709301
0.03893176466226578,0.017866576090455055
0.03401174023747444,0.016394879668951035
0.024817639961838722,0.014924310147762299
0.015765562653541565,0.011979538016021252
0.011207487434148788,0.009035751223564148
0.006718310993164778,0.007565173786133528
0.0,0.006092922296375036
0.0,0.0031464984640479088
0.0,0.0002010372991207987
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0677979439496994,0.0008217314607463777
0.07433285564184189,0.006712348200380802
0.0764719769358635,0.009654916822910309
0.08735580742359161,0.011126740835607052
0.10250319540500641,0.015548193827271461
0.1087823435664177,0.021441476419568062
0.11068019270896912,0.02438678778707981
0.12133555859327316,0.02586153894662857
0.12319118529558182,0.03028564155101776
0.1294489949941635,0.031760089099407196
0.13568836450576782,0.03471151739358902
0.1331927627325058,0.037662118673324585
0.13080254197120667,0.03766545280814171
0.1328723132610321,0.03767155483365059
0.13933855295181274,0.03915147855877876
0.13706238567829132,0.0421084500849247
0.12414328008890152,0.040641505271196365
0.1179099753499031,0.03917562589049339
0.11181861162185669,0.037709616124629974
0.10586366802453995,0.036243192851543427
0.09568043053150177,0.031835656613111496
0.06720569729804993,0.02742180973291397
0.05767383426427841,0.023008454591035843
0.04394052177667618,0.020068136975169182
0.03041752427816391,0.015652090311050415
0.017096206545829773,0.011236455291509628
0.0,0.006820150185376406
0.0,0.002402873244136572
0.0,0.0009325706050731242
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.05735292285680771,0.0002572755329310894
0.06851090490818024,0.0046739960089325905
0.07520212233066559,0.012035919353365898
0.09288216382265091,0.013508433476090431
0.1037522628903389,0.019404210150241852
0.11017131805419922,0.02382316254079342
0.11656320840120316,0.026770448312163353
0.11857152730226517,0.0297195203602314
0.1293351948261261,0.03119538351893425
0.131296306848526,0.035620711743831635
0.133297860622406,0.03709626942873001
0.13969850540161133,0.038574766367673874
0.1417182832956314,0.041527584195137024
0.15249602496623993,0.04300565645098686
0.15447445213794708,0.047433096915483475
0.15649643540382385,0.04891094192862511
0.14984267950057983,0.0503917820751667
0.14770986139774323,0.04892503470182419
0.14567187428474426,0.04893478751182556
0.1480841338634491,0.04894309490919113
0.13744661211967468,0.05042538419365883
0.12265827506780624,0.047484755516052246
0.10812894254922867,0.043073996901512146
0.09820716083049774,0.038663748651742935
0.08410287648439407,0.03572656586766243
0.07022862136363983,0.031313393265008926
0.043496787548065186,0.02690097689628601
0.025873618200421333,0.01806601881980896
0.012862449511885643,0.012181177735328674
0.0,0.007766568101942539
0.0,0.001875616144388914
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.05711790919303894,0.0026173137594014406
0.06836885213851929,0.005559298675507307
0.07515062391757965,0.00997841078788042
0.08188779652118683,0.012923169881105423
0.08858257532119751,0.01586986891925335
0.09523817896842957,0.018817001953721046
0.10621563345193863,0.02176482230424881
0.12145646661520004,0.03208262100815773
0.1341785043478012,0.03503017500042915
0.13614873588085175,0.03798089921474457
0.13380125164985657,0.03945840895175934
0.13155430555343628,0.03946371003985405
0.13376307487487793,0.0394703708589077
0.12728634476661682,0.03948254883289337
0.12344185262918472,0.03949062526226044
0.12164505571126938,0.039503976702690125
0.11822612583637238,0.039516203105449677
0.10650929063558578,0.0380503311753273
0.1008414775133133,0.03658433258533478
0.09093475341796875,0.035117946565151215
0.08556254208087921,0.03071148693561554
0.0664786696434021,0.02777016907930374
0.06153339892625809,0.024829579517245293
0.05667704716324806,0.023362360894680023
0.04754673317074776,0.02189343236386776
0.04291759058833122,0.018950331956148148
0.03836313262581825,0.017482126131653786
0.03388042375445366,0.016012078151106834
0.029466282576322556,0.014541794545948505
0.016399947926402092,0.013071216642856598
0.003516565542668104,0.008652671240270138
0.0,0.001292289700359106
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0008975636446848512
0.0,0.0008956163073889911
0.033604901283979416,0.0023689651861786842
0.0411984920501709,0.0038412183057516813
0.04435552656650543,0.00678763585165143
0.05185791477560997,0.01120647881180048
0.06664884090423584,0.014152886345982552
0.06958475708961487,0.017099866643548012
0.0812373012304306,0.018573373556137085
0.08404967933893204,0.022996488958597183
0.0825076699256897,0.02446984313428402
0.08538999408483505,0.024472372606396675
0.08827470242977142,0.025950148701667786
0.08680310845375061,0.027426827698946
0.08975360542535782,0.027429873123764992
0.08834606409072876,0.028908105567097664
0.08699991554021835,0.028911452740430832
0.09007184952497482,0.02891615964472294
0.10621725022792816,0.030394788831472397
0.10910096764564514,0.036294035613536835
0.10763177275657654,0.037768371403217316
0.10622891038656235,0.03777975216507912
0.11226977407932281,0.039260078221559525
0.11093297600746155,0.040739256888628006
0.10529924184083939,0.040744807571172714
0.10414464771747589,0.03928589075803757
0.08468235284090042,0.03634487837553024
0.07520350813865662,0.03340591862797737
0.07024227827787399,0.030466480180621147
0.06537266075611115,0.02900031767785549
0.06494900584220886,0.027532659471035004
0.06454848498106003,0.027538491412997246
0.0554521419107914,0.027542946860194206
0.042138926684856415,0.024599554017186165
0.033381350338459015,0.02018451690673828
0.02475040778517723,0.01724405214190483
0.01188170351088047,0.014301484450697899
0.007907581515610218,0.00988448690623045
0.0,0.008415994234383106
0.0,0.003996499348431826
0.0,0.0025267424061894417
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.017591111361980438,0.0018625950906425714
0.020795533433556557,0.001861209748312831
0.020190926268696785,0.003335120389238
0.015250969678163528,0.0033340067602694035
0.014753203839063644,0.0018603751668706536
0.01427458319813013,0.0018617649329826236
0.017730891704559326,0.0018617649329826236
0.017245011404156685,0.003335672663524747
0.021137278527021408,0.0048087467439472675
0.024438796564936638,0.006281828507781029
0.028271101415157318,0.00628126785159111
0.032064925879240036,0.0077558839693665504
0.03582180663943291,0.009229511022567749
0.03954359516501427,0.010703422129154205
0.04323207214474678,0.012177607975900173
0.03817087411880493,0.01365207601338625
0.03320049121975899,0.012178989127278328
0.028317000716924667,0.01070842333137989
0.027875667437911034,0.009237573482096195
0.031812477856874466,0.009240347892045975
0.035707276314496994,0.012189831584692001
0.026063576340675354,0.010716475546360016
0.021362274885177612,0.009245633147656918
0.016737036406993866,0.007774490863084793
0.003465705318376422,0.006303214468061924
0.0,0.0018837079405784607
0.0,0.0
0.0005982633447274566,0.0
0.0005782445659860969,0.0018903788877651095
0.0,0.001886210055090487
0.0,0.00041230014176107943
0.0,0.00041341217001900077
0.0,0.0004131351597607136
0.0,0.00041285730549134314
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
